Dataset,Variable,Where Clause,Description,Type,Codelist,Origin,Derivation / Comments / Predecessor,Column1,XL Comments,
ADAETTE,CNSR,PARCAT1 IN (Time to Onset),AESI AESI Time to Onset Censoring,integer,TTOCNSAE,Assigned,"If SRCVAR = ""ASTDT"" then set to 0.
Otherwise, if SRCVAR = ""EOECCEDT"" then set to 1.
Otherwise, if SRCVAR = ""WDCFDT"" then set to 2.
Otherwise, if SRCVAR = ""CUTDT"" then set to 3.
Otherwise, if SRCVAR = ""INVPDDT"" then set to 4.
Otherwise, if SRCVAR = ""DTHDT"" then set to 5.",,,
ADAETTE,EVNTDESC,PARCAT1 EQ Time to Onset,AESI Time to Onset Event Description,text,TTOEVAE,Assigned,"If CNSR = 0, then set to ""ONSET OF "" concatenated with the AESI term in upper-case.
if CNSR >= 1, Assign based on the value of SRCVAR:
If SRCVAR = ""EOECCEDT"" then set to ""NO ONSET BY END OF EXTENDED SAFTEY OBSERVATION PERIOD"".
If SRCVAR = 'WDCFDT' then set to ""NO ONSET BY WITHDRAWAL OF FULL CONSENT"".
If SRCVAR = ""CUTDT"" then set to ""NO ONSET BY ANALYSIS CUT-OFF"".
If SRCVAR = 'INVPDDT' then set to ""COMPETING RISK: DISEASE PROGRESSION"".
If SRCVAR = 'DTHDT' then set to ""COMPETING RISK: DEATH"".",,,
ADAETTE,CNSDTDSC,PARCAT1 IN (Time to Onset),AESI Time to Onset Censoring Date,text,TTOCNSD,Assigned,"If CNSR = 0, then null.
Otherwise, if CNSR >= 1, Assign based on the value of SRCVAR:
If SRCVAR = ""EOECCEDT"" then set to ""END OF EXTENDED SAFETY OBSERVATION PERIOD DATE"".
If SRCVAR = 'WDCFDT' then set to ""WITHDRAWAL OF FULL CONSENT DATE"".
If SRCVAR = ""CUTDT"" then set to ""ANALYSIS CUT-OFF DATE"".
If SRCVAR = 'INVPDDT' then set to ""DISEASE PROGRESSION DATE"".
If SRCVAR = 'DTHDT' then set to ""DEATH DATE"".",,,
ADAETTE,PARAM,PARCAT1 EQ Time to Resolution,AESI Time to Resolution PARAM,text,,Assigned,"A single record is created for each CQ01NAM in ADAESI carrying AOCC01FL = 'Y' and TRTEMFL = 'Y'.
PARAM is set to ""Time to Resolution of <ADAESI.CQ01NAM> (weeks)"".
Note: if no subjects have AESIs for a given AESI term within the extended safety observation period (where ADAESI.TRTEMFL = 'Y'), then no records for the corresponding Time to Resolution parameter are created.",,,
ADAETTE,AVAL,PARCAT1 IN (Time to Resolution),AESI Time to Resolution AVAL,text,,Derived,(ADAETTE.ADT - ADAETTE.STARTDT + 1)/7,,,
ADAETTE,ADT,PARCAT1 EQ Time to Resolution,AESI Time to Resolution Date,text,,Derived,"Set to ADAESI.AENDT where AOCC02FL = 'Y'.
If {ADAESI.AENDT where ADAESI.AOCC02FL = 'Y'} > ADSL.EOECCEDT, or if AE is ongoing (AEENRTPT = 'ONGOING'), then ADAETTE.ADT is set to ADSL.EOECCEDT.",,,
ADAETTE,SRCVAR,PARCAT1 IN (Time to Resolution),AESI Time to Resolution Source,text,SRCVAETT2,Assigned,"If ADT is assigned to ADAESI.AENDT, then set to ""AENDT"".
If ADT is assigned to ADSL.EOECCEDT, then set to ""EOECCEDT"".",,,
ADAETTE,STARTDT,PARCAT1 EQ Time to Resolution,AESI Time to Resolution Start Date,text,,Assigned,Set to ADAESI.ASTDT where AOCC01FL = 'Y' for the given CQ01NAM.,,,
ADAETTE,CNSR,PARCAT1 IN (Time to Resolution),AESI Time to Resolution Censoring,text,TTRCNSAE,Assigned,"If AE is not ongoing (AEENRTPT ^= 'ONGOING') and AENDT < ADSL.DTHUNFDT (when DTHUNFDT is non-missing), then set to 0.
If ADT is assigned to ADSL.EOECCEDT, then set to 1.
If ADT is assigned to ADAESI.AENDT and AENDT = ADSL.DTHUNFDT, then set to 2.",,,
ADAETTE,EVNTDESC,PARCAT1 IN (Time to Resolution),AESI Time to Resolution Event Description,text,TTREVAE,Assigned,"If CNSR = 0, then set to ""RESOLUTION OF AESI""
If CNSR = 1, then set to ""NO RESOLUTION OF AESI BY END OF EXTENDED SAFETY OBSERVATION PERIOD"".
If CNSR = 2, then set to ""NO RESOLUTION OF AESI PRIOR TO DEATH DEATH DATE"".",,,
ADAETTE,CNSDTDSC,PARCAT1 IN (Time to Resolution),AESI Time to Resolution Censoring Date,text,TTRCNSD,Assigned,"If CNSR = 0, then null.
Otherwise, if CNSR = 1, then set to ""END OF EXTENDED SAFETY OBSERVATION PERIOD DATE"".
Otherwise, if CNSR = 2, then set to ""DEATH DATE"".",,,
ADAETTE,AVAL,PARAMCD EQ TTODCTRT,AE Time to TRT DC AVAL,text,,Derived,(ADAETTE.ADT - ADAETTE.STARTDT + 1)/7,,,
ADAETTE,ADT,PARAMCD EQ TTODCTRT,AE Time to TRT DC Date,text,,Derived,"One record per subject is created.
If the subject has a record in ADAE where TRTEMFL = 'Y' and AOCC01FL = 'Y', then ADT is set to ADAE.ASTDT from that record.
If the subject has no such record in ADAE, then set to min(ADSL.INVPDDT, ADSL.DTHDT, ADSL.EOTDCDT, ADSL.WDCFDT, ADSL.CUTDT)",,,
ADAETTE,AVAL,PARAMCD EQ TTODCTRT,AE Time to TRT DC AVAL,float,,Assigned,(ADAETTE.ADT - ADAETTE.STARTDT + 1)/7,,,
ADAETTE,STARTDT,PARAMCD EQ TTODCTRT,AE Time to TRT DC Start Date,text,,Assigned,Set to ADSL.TRTSDT,,,
ADAETTE,CNSR,PARAMCD EQ TTODCTRT,AE Time to TRT DC Censoring,text,,Assigned,"If SRCVAR = ""ASTDT"" then set to 0.
Otherwise, if SRCVAR = ""EOTDCDT"" then set to 1.
Otherwise, if SRCVAR = ""WDCFDT"" then set to 2.
Otherwise, if SRCVAR = ""CUTDT"" then set to 3.
Otherwise, if SRCVAR = ""INVPDDT"" then set to 4.
Otherwise, if SRCVAR = ""DTHDT"" then set to 5.",,,
ADAETTE,SRCVAR,PARAMCD EQ TTODCTRT,AE Time to TRT DC Source,text,,Assigned,"If ADT comes from ADAE, then set to ""ASTDT"".
Otherwise, if ADT = ADSL.INVPDDT, then set to ""INVPDDT"";
Otherwise, if ADT = ADSL.DTHDT, then set to ""DTHDT"";
Otherwise, if ADT = ADSL.EOTDCDT, then set to ""EOTDCDT"";
Otherwise, if ADT = ADSL.WDCFDT, then set to ""WDCFDT"";
Otherwise, if ADT = ADSL.CUTDT, then set to ""CUTDT"".",,,
ADAETTE,EVNTDESC,PARAMCD EQ TTODCTRT,AE Time to TRT DC Event Description,text,,Assigned,"If CNSR = 0, then set to ""AE LEADING TO TRT D/C"".
if CNSR >= 1, Assign based on the value of SRCVAR:
If SRCVAR = ""EOTDCDT"" then set to ""NO AE BY TREATMENT DISCONTINUATION"".
If SRCVAR = 'WDCFDT' then set to ""NO AE BY WITHDRAWAL OF FULL CONSENT"".
If SRCVAR = ""CUTDT"" then set to ""NO AE BY ANALYSIS CUT-OFF"".
If SRCVAR = 'INVPDDT' then set to ""COMPETING RISK: DISEASE PROGRESSION"".
If SRCVAR = 'DTHDT' then set to ""COMPETING RISK: DEATH"".",,,
ADAETTE,CNSDTDSC,PARAMCD EQ TTODCTRT,AE Time to TRT DC Censoring Date,text,,Assigned,"If CNSR = 0, then null.
Otherwise, if CNSR >= 1, Assign based on the value of SRCVAR:
If SRCVAR = ""EOTDCDT"" then set to ""DATE OF DECISION TO END STUDY TREATMENT"".
If SRCVAR = 'WDCFDT' then set to ""WITHDRAWAL OF FULL CONSENT DATE"".
If SRCVAR = ""CUTDT"" then set to ""ANALYSIS CUT-OFF DATE"".
If SRCVAR = 'INVPDDT' then set to ""DISEASE PROGRESSION DATE"".
If SRCVAR = 'DTHDT' then set to ""DEATH DATE"".",,,
ADBASE,AVAL,PARAMCD EQ PCTTOTRT,Time From End PACT to Treatment Start,float,,Derived,"The latest prior non-radiation anti-cancer therapy is identified in ADCM (where ACAT1 = 'Prior ACT' and AOCC01FL = 'Y').
AVAL = (TRTSDT-ADCM.AENDT)/7. Round to 1 decimal.
Records are only created for subjects with such a record in ADCM and if subject has non-missing TRTSDT.

In case of missing AENDT due to partial CMENDTC, impute as last day of the month (missing day), or December 31st (missing month) for the calculations. If CMENDTC and AENDT are both completely missing, the record is created and AVAL is left null.",D,,
ADBASE,AVAL,PARAMCD EQ PDTOTRT,Time from PD on PACT to Treatment Start,float,,Derived,"The latest prior non-radiation anti-cancer therapy is identified in ADCM (where ACAT1 = 'Prior ACT' and AOCC01FL = 'Y').
AVAL = (TRTSDT-AHFPDT)/7. Round to 1 decimal.
Records are only created for subjects with such a record in ADCM and if subject has non-missing TRTSDT and non-missing AHFPDT.",,,
ADBASE,SRCDOM,PARAMCD EQ PACTLINE,,text,,Assigned,"If AVALC is derived from ADCM.APECPLOT, then set to ""ADCM"".
If AVALC is set to 0 because the subject is in ADSL but has no qualifying records in ADCM, then set to ""ADSL"".",,,
ADBASE,SRCDOM,"PARAMCD IN (RGNUM, PCTTOTRT, PDTOTRT)",,text,,Assigned,"Set to ""ADCM""",,,
ADBASE,SRCVAR,PARAMCD IN (RGNUM),,text,,Assigned,"Set to ""REGNUM""",,,
ADBASE,SRCSEQ,PARAMCD IN (RGNUM),,integer,,Assigned,Null,,,
ADBASE,SRCVAR,PARAMCD EQ PCTTOTRT,,text,,Assigned,"Set to ""AENDT""",,,
ADBASE,SRCVAR,PARAMCD EQ PDTOTRT,,text,,Assigned,"Set to ""AHFPDT""",,,
ADBASE,SRCSEQ,PARAMCD IN (PCTTOTRT PDTOTRT),,integer,,Assigned,Set equal to ADCM.ASEQ from the record selected for caculating AVAL (with AOCC01FL = 'Y').,,,
ADBASE,SRCVAR,PARAMCD EQ PACTLINE,,text,,Assigned,"If SRCDOM = 'ADCM' then set to ""CMLINE"".
Otherwise, null.",,,
ADBASE,SRCSEQ,PARAMCD EQ PACTLINE,,integer,,Assigned,"If SRCDOM = 'ADCM' then set to ADCM.ASEQ from the record in ADCM that is used to derive AVALC.  If more than one record with the same value of ADCM.CMLINE, then the record with the lowest ASEQ value is selected for popualting SRCSEQ.
If SRCDOM = 'ADSL', then null.",,,
ADIS,AVALC,PARAMCD EQ ADPBLNPB,Pos ADA at BL and Neg ADA Post-BL,text,,Assigned,"Set to 'Y' if (ADIS.AVALC='POSITIVE' where ADIS.PARAMCD='ADASTATS' and ADIS.ABLFL='Y') and (ADIS.AVALC='NEGATIVE' for all records where ADIS.PARAMCD='ADASTATS' and ADIS.ANL01FL = ""Y"")",EG 3/5: New,,
ADLB,AVALC,PARAMCD EQ DILISCRN,DILI Screening Criteria,text,,Derived,"Hepatocellular Drug-Induced Liver Injury Screening criteria is defined as:
Any postbaseline total bilirubin equal to or exceeding 2 x ULN within 30 days after a postbaseline ALT or AST equal to or exceeding 3 x ULN. 

One record per subject in the SAF population (where SAFFL = 'Y') and who has a non-missing post-baseline (ALT or AST) and Bilirubin result during the extended safety observation period (where ADLB.PSBLFL = 'Y' and ADT <= EOECCEDT) is created.

If the subject has an AST or ALT record at least 3x above ULN (AVAL >=3xANRHI) during the extended safety observation period (where ADLB.PSBLFL = 'Y' and ADT <= EOECCEDT) and has a Bilirubin record (PARAMCD = 'BILI') at least 2x above ULN (AVAL >=2xANRHI) also within the extended safety observation period and within 30 days of the identified AST or ALT record (0 <= ADT{BILI} - ADT{AST/ALT record} <= 30), then AVALC = 'Y'.

Otherwise, AVALC = 'N'.

SDTM predecessor variables from the BILI record (the one within 30 days of the elevated ALT or AST record) are retained on this record. AVISIT/N,PSBLFL, ADT, ADY are retained as well. Other ADaM variables (BASE, CHG, PCHG, ANRLO, ANRHI, ANRIND, ATOX:, ...) are set to missing. In case multiple BILI records meet the criteria, the earliest such record is picked. If AVALC = 'N', then SDTM predecessor/other source ADaM variables are not populated.
",,,
ADLB,AVALC,PARAMCD EQ HYSLAW,Potential Hy's Law Case,text,,Derived,"Potential Hy’s Law Case is defined as: Any postbaseline total bilirubin equal to or exceeding 2 x ULN within 30 days after a postbaseline ALT or AST equal to or exceeding 3 x ULN, and ALP <2 x ULN (all ALP values during the period of elevation; missing ALPs are included).

The logic of PARAMCD = 'DILISCRN' is followed, adding the requirement that ALP is either missing (AVAL is null or no record at all) or <2xULN at the time of / during the time frame between the ALT/AST and BILI elevations.",,,
ADLB,AVAL,PARAMCD EQ ALTAST,DILI ALT or AST (U/L),integer,,Derived,"Considering AST and ALT records (PARAMCD in (ALT, AST)) from the Extended Safety Observation Period (where ADLB.PSBLFL = 'Y' and ADT <= EOECCEDT), a second copy of the record with the highest ADLB.R2A1HI is output. In case multiple records with the same R2A1HI value, the chronologically earliest record by date, time, visit, and LBSEQ, if necessary is selected for duplication.
ATOX: and BTOX:, SHIFT:, CRIT: variables, analysis flags (ANLzzFL), BASE, CHG, PCHG and R2A1HI are set to missing on this copied record. All other variables, including CRIT flags are retained from the original ALT or AST record.",,,
